Sector,RealSector,Country,Country Code,amount,time,DealType,Company Name,DealSubtype
Manufacturing & Services,Manufacturing of Medical Equipment,Romania,RO,,1998,Auction,ELECTROSIGMA S.A.,
Manufacturing & Services,Manufacturing/Cinematography,Romania,RO,,1998,Negotiation,STUDIOUL CINEMATOGRAFIC BUFTEA S.A.,
Manufacturing & Services,Forestry/Mining,Romania,RO,,1998,Auction,FORESTAR S.A.,
Other,,Romania,RO,,1998,Auction,AGROMEC SECTOR C-TII S.A.,
Other,,Romania,RO,,1998,Auction,PRODSERV S.A.,
Other,,Romania,RO,,1998,Auction,AMASOF S.A.,
Other,,Romania,RO,,1998,Auction,SCOALA SOFERI AMATORI S.A.,
Other,,Romania,RO,,1998,Auction,DELTA S.A.,
Other,,Romania,RO,,1998,Auction,EVENIMENTUL S.A.,
Other,,Romania,RO,,1998,Auction,EDITURA LIBERTATEA S.A.,
Other,,Romania,RO,,1998,Auction,CLIPA S.A.,
Other,,Romania,RO,,1998,Negotiation,PROMINFO S.A.,
Other,,Romania,RO,,1998,Auction,EDITURA DACIA S.A.,
Other,,Romania,RO,,1998,Auction,CIVIS S.A.,
Other,,Romania,RO,,1998,Auction,C.P.C.A. S.A.,
Other,,Romania,RO,,1998,Auction,81 AUTOGARA S.A.,
Other,,Romania,RO,,1998,Auction,MAJESTIC S.A.,
Other,,Romania,RO,,1998,Auction,S.P.I.C.A. S.A.,
Other,,Romania,RO,,1998,Auction,CAZARE CANTINE S.A.,
Other,,Romania,RO,,1998,Auction,SCOALA DE SOFERI  AMATORI S.A.,
Other,,Romania,RO,,1998,Auction,REMAT S.A.,
Other,,Romania,RO,,1998,Auction,PROIECTANTUL S.A.,
Other,,Romania,RO,,1998,Auction,13 LOCOMOTIVA S.A.,
Other,,Romania,RO,,1998,Auction,VOLANUL INCERPATOR S.A.,
Other,,Romania,RO,,1998,Auction,SOC. SERVICII INFORMATICE DYNAMIC S.A.,
Other,,Romania,RO,,1998,Auction,71 POMUL VERDE S.A.,
Other,,Romania,RO,,1998,Auction,SCOALA DE SOFERI AMATORI S.A.,
Other,,Romania,RO,,1998,Auction,ORIZONT NORDS.A.,
Other,,Romania,RO,,1998,Auction,CARPATI S.A.,
Other,,Romania,RO,,1998,Auction,CRONOS S.A.,
Other,,Romania,RO,,1998,Auction,NIDYV 109 S.A.,
Other,,Romania,RO,,1998,Auction,PRESCONSAL S.A.,
Other,,Romania,RO,,1998,Auction,RECONS S.A.,
Other,,Romania,RO,,1998,Auction,115 CRAPINA S.A.,
Other,,Romania,RO,,1998,Auction,VINILACRIL CONSULT S.A.,
Other,,Romania,RO,,1998,Auction,99 TRUFIA S.A.,
Other,,Romania,RO,,1998,Auction,AUTOMOBIL SERVICE S.A.,
Other,,Romania,RO,,1998,Auction,SERVICII COMUNALE S.A.,
Other,,Romania,RO,,1998,Auction,COMPLEX CORSO S.A.,
Other,,Romania,RO,,1998,Negotiation,BIOTEHNOS S.A.,
Other,,Romania,RO,,1998,Auction,REMAT S.A.,
Other,,Romania,RO,,1998,Auction,LUC GENERAL CONSTRUCT S.A.,
Other,,Romania,RO,,1998,Auction,METALIM PEX S.A.,
Other,,Romania,RO,,1998,Auction,SAPRUC S.A.,
Other,,Romania,RO,,1998,Auction,AUTOSTART S.A.,
Other,,Romania,RO,,1998,Auction,SAPIS S.A.,
Other,,Romania,RO,,1998,Auction,UNIC S.A.,
Other,,Romania,RO,,1998,Auction,CONSTRUCTII DRUMURI S.A.,
Other,,Romania,RO,,1998,Auction,SALUBRIS S.A.,
Other,,Romania,RO,,1998,Auction,SCOALA DE SOFERI AMATORI S.A.,
Other,,Romania,RO,,1998,Auction,MONTIN S.A.,
Other,,Romania,RO,,1998,Auction,URBIS S.A.,
Other,,Romania,RO,,1998,Auction,TURBAMIN S.A.,
Other,,Romania,RO,,1998,Negotiation,I.P.C. S.A.,
Other,,Romania,RO,,1998,Auction,ABRUDELUL S.A.,
Other,,Romania,RO,,1998,Auction,REZOPREST S.A.,
Other,,Romania,RO,,1998,Auction,DANSIM S.A.,
Other,,Romania,RO,,1998,Auction,VOLANUL S.A.,
Other,,Romania,RO,,1998,Auction,CENTRU PREGATIRE SI PERFORMANTE S.A.,
Other,,Romania,RO,,1998,Negotiation,AGREMENT S.A.,
Other,,Romania,RO,,1998,Auction,GENERAL SIMPREST S.A.,
Other,,Romania,RO,,1998,Auction,SALUBRIS S.A.,
Other,,Romania,RO,,1998,Auction,TARA HATEGULUI S.A.,
Other,,Romania,RO,,1998,Auction,URBAN S.A.,
Other,,Romania,RO,,1998,Auction,TRANSPPORT MIXT S.A.,
Other,,Romania,RO,,1998,Auction,CRIMSAT S.A.,
Other,,Romania,RO,,1998,Negotiation,PAMID S.A.,
Other,,Romania,RO,,1998,Auction,EXTRAMOB S.A.,
Other,,Romania,RO,,1998,Negotiation,AGRO TRANS S.A.,
Other,,Romania,RO,,1998,Auction,COMTRANS S.A.,
Other,,Romania,RO,,1998,Auction,COMIXT S.A.,
Other,,Romania,RO,,1998,Auction,DRUSAL S.A.,
Other,,Romania,RO,,1998,Auction,LAPUSUL S.A.,
Other,,Romania,RO,,1998,Negotiation,PETRODESIGN S.A.,
Other,,Romania,RO,,1998,Auction,AUTOBUZUL S.A.,
Other,,Romania,RO,,1998,Auction,INDCAR S.A.,
Other,,Romania,RO,,1998,Auction,SAO S.A.,
Other,,Romania,RO,,1998,Auction,DIVERPREST S.A.,
Other,,Romania,RO,,1998,Auction,TRANSPORT AUTO S.A.,
Other,,Romania,RO,,1998,Auction,IDEAL S.A.,
Other,,Romania,RO,,1998,Auction,POLIDAVA S.A.,
Other,,Romania,RO,,1998,Auction,GOTERM S.A.,
Other,,Romania,RO,,1998,Auction,ROVICOM S.R.L.,
Other,,Romania,RO,,1998,Negotiation,EDITURA MERIDIANE S.A.,
Other,,Romania,RO,,1998,Auction,REMAT S.A.,
Other,,Romania,RO,,1998,Auction,DOMENIUL PUBLIC S.A.,
Other,,Romania,RO,,1998,Auction,STREIUL S.A.,
Other,,Romania,RO,,1998,Auction,PSIP S.A.,
Other,,Romania,RO,,1998,Auction,LOCATERM S.A.,
Other,,Romania,RO,,1998,Negotiation,ICPE ELECTROCOND TECHONOLOGIES S.A.,
Other,,Romania,RO,,1998,Auction,PETROCONSTRUCT S.A.,
Other,,Romania,RO,,1998,Auction,ALCAZ S.A.,
Other,,Romania,RO,,1998,Auction,CETATE OLT S.A.,
Other,,Romania,RO,,1998,Auction,SELECT S.A.,
Other,,Romania,RO,,1998,Auction,PUBLIROM S.A.,
Other,,Romania,RO,,1998,Auction,REMAT S.A.,
Other,,Romania,RO,,1998,Auction,CITADIN PREST S.A.,
Other,,Romania,RO,,1998,Auction,CAZARE CANTINE S.A.,
Other,,Romania,RO,,1998,Auction,REMAT BRAILA S.A.,
Other,,Romania,RO,,1998,Auction,BUMBACUL S.A.,
Other,,Romania,RO,,1998,Auction,COMIXT S.A.,
Other,,Romania,RO,,1998,Auction,PARPLAST S.A.,
Other,,Romania,RO,,1998,Auction,FLAMURA S.A.,
Other,,Romania,RO,,1998,Negotiation,ELCOMP S.A.,
Other,,Romania,RO,,1998,Auction,MINDO S.A.,
Other,,Romania,RO,,1998,Negotiation,FORAJ SONDE S.A.,
Other,,Romania,RO,,1998,Negotiation,CEPRAL S.A.,
Other,,Romania,RO,,1998,Auction,FI;BAC S.A.,
Other,,Romania,RO,,1998,Negotiation,ROMTEH S.A.,
Other,,Romania,RO,,1998,Negotiation,BORANGICUL S.A.,
Other,,Romania,RO,,1998,Auction,DOBROPORT S.A.,
Other,,Romania,RO,,1998,Negotiation,CERELAST S.A.,
Other,,Romania,RO,,1998,Negotiation,FILATURA DE BUMBAC S.A.,
Other,,Romania,RO,,1998,Auction,LINEX S.A.,
Other,,Romania,RO,,1998,Negotiation,I.S.P.H. S.A.,
Other,,Romania,RO,,1998,Negotiation,MURESTEX S.A.,
Other,,Romania,RO,,1998,Negotiation,SILVANIA FOREST S.A.,
Other,,Romania,RO,,1998,Auction,PROCEMA S.A.,
Other,,Romania,RO,,1998,Auction,CARIN S.A.,
Other,,Romania,RO,,1998,Negotiation,SCAEP GIURGIU PORT S.A.,
Other,,Romania,RO,,1998,Auction,SEF PETROFOREST S.A.,
Other,,Romania,RO,,1998,Negotiation,EFIL S.A.,
Other,,Romania,RO,,1998,Negotiation,FILATURA DE BUMBAC S.A.,
Other,,Romania,RO,,1998,Negotiation,OROLOGERIE INDUSTRIALA S.A.,
Other,,Romania,RO,,1998,Negotiation,TEXTILA S.A.,
Other,,Romania,RO,,1998,Negotiation,RELONTEX S.A.,
Other,,Romania,RO,,1998,Auction,ISPE S.A.,
Other,,Romania,RO,,1998,Auction,ALTEX S.A.,
Other,,Romania,RO,,1998,Negotiation,FRIGORIFER S.A.,
Other,,Romania,RO,,1998,Negotiation,MARMOSIN S.A.,
Other,,Romania,RO,,1998,Negotiation,FORESTSIB S.A.,
Other,,Romania,RO,,1998,Stock Exchange,ROBINETE INDUSTRIALE S.A.,
Other,,Romania,RO,,1998,Stock Exchange,NOVATEX S.A.,
Other,,Romania,RO,,1998,Negotiation,AEM S.A.,
Other,,Romania,RO,,1998,Negotiation,EL-TEX S.A.,
Other,,Romania,RO,,1998,Stock Exchange,ROMPORTMET S.A.,
Other,,Romania,RO,,1998,Auction,HERCULES S.A.,
Other,,Romania,RO,,1998,Negotiation,DIANA FOREST S.A.,
Other,,Romania,RO,,1998,Negotiation,APCAROM S.A.,
Other,,Romania,RO,,1998,Negotiation,LAROMET S.A,
Other,,Romania,RO,,1998,Stock Exchange,ICME S.A.,
Other,,Romania,RO,,1998,Negotiation,PHOENIX S.A.,
Other,,Romania,RO,,1998,Auction,TEPRO S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,VEGETARIAN S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,FAVORIT BERARIE S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,BUCEGI RESTAURANT S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,DUNAREA S.A.,
Other,Restaurant,Romania,RO,,1998,Negotiation,CRISEDA S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,BOGDAN % GHEORGHE S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,ROYAL S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,MOL-MAR S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,RESTAURANT BAR PROGRESUL S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,CINA RESTAURANT S.A.,
Other,Restaurant,Romania,RO,,1998,Negotiation,NEDUS S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,POSTAVARU S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,RESTAROM COMPANY S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,PROSPER S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,CO SPAL S.A.,
Other,Restaurant,Romania,RO,,1998,Public Offer,UNIC S.A.,
Other,Restaurant,Romania,RO,,1998,Auction,GASTROTIM S.A.,
Other,Warehouse,Romania,RO,,1998,Auction,FRIAL S.A.,
Other,,Romania,RO,,1998,Auction,AGROMEC POPESTI LEORDENI S.A.,
Other,,Romania,RO,,1998,Auction,MECONER S.A.,
Primary,Mining,Romania,RO,,1998,Auction,AGREG S.A.,
Services,Auto repair,Romania,RO,,1998,Auction,SERVROM S.A.,
Services,Auto repair,Romania,RO,,1998,Auction,EUROCAR SERVICE S.A.,
Services,Auto repair,Romania,RO,,1998,Auction,REMES S.A.,
Services,Auto repair,Romania,RO,,1998,Negotiation,REPACOM OBOR,
Services,Auto repair,Romania,RO,,1998,Auction,GRUPUL IATSA S.A.,
Services,Recycling,Romania,RO,,1998,Auction,REMAT S.A.,
Services,Recycling,Romania,RO,,1998,Auction,REMAT S.A.,
Services,Recycling,Romania,RO,,1998,Negotiation,REMAT S.A.,
Services,Recycling,Romania,RO,,1998,Negotiation,REMAT S.A.,
Services,Hotel,Romania,RO,,1998,Auction,COMPLEX CABANA CAPRIOARA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,COMPLEX TURISTIC S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,S.B.C. LIPOVA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,SKI ALPIN S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,TURISM SIRETUL S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,HOTEL DACIA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,STATIUNEA IZVOARELE,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,PAJURA GRUP S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,DIERNA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Negotiation,HOTEL COTA 1400 S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,TRANSILVANIA TURISM S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,HOTEL RESTAURANT MINERUL S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Negotiation,COMPLEX COMANDOR S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,GRANAT S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,MOTEL CAMPING DUMBRAVA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,TROTUSUL S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,HOTEL CUPIDON S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Negotiation,COMPLEX PELICAN S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,HOTEL TURRIS S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,ONIX JUPITER S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,ASTORIA S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Negotiation,T. DELTAROM S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,PARINGUL S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,CETATEA APUSENI S.A.,
Services,Hotel/Restaurant,Romania,RO,,1998,Auction,COMPLEX PERLA MAJESTIC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DINCU MIC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ORASENI S.A.,
Services,Services,Romania,RO,,1998,Auction,CIPROM S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SATU MARE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BACIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MANASTIRENI S.A.,
Services,Services,Romania,RO,,1998,Auction,COMANCA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMECC CIUPERCENI S.A.,
Services,Services,Romania,RO,,1998,Negotiation,IAROM S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GRANICESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VALCANI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DUMBRAVITA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BALUSENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC HERINA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CIARDA ROSIE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CHISODA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC AITA MARE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VIILE TECII S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CALNIC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BLAJANI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VALEA MARE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC STAUCENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC AITA SEACA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC PETRESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DOBRENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MUNAR S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC NUSENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC PESTISU MARE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SANTANDREI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CAIANU MIC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DOBRENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MAGHERANI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VALEA MOLDOVEI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SATCHINEZ S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SALCUTA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC 2 MAI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CALUSERI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROSERV S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GHIRODA S.A.,
Services,Services,Romania,RO,,1998,Auction,PLUGARUL S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SANNMIHAIUL GERMAN S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC HELIADE RADULESCU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DRAXINI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CANDESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VERMES S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ARCHIUD S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC COMLOSU MIC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROTEHNICA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROCORD S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FOLEA S.A.,
Services,Services,Romania,RO,,1998,Auction,PRESTAREA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BUZAU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC UNIREA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC NERAU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC COVASNA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VATRA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VOLOVAT S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC POROSCHIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BRANISTE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROSERVICE CERNAT S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC COTORCA S.A.,
Services,Services,Romania,RO,,1998,Auction,ALBINA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GURA SUTII S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CEAUS,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ODJULA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VISAG S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RACHITI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CHENDU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RM. SARAT S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CIUMESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC STUPINI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FRATAUTII NOI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BUNESI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SANMIHAIU ROMAN  S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROSERICE PIATRA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FANTANELE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC PRODULESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC UNTENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BREAZA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGRICOLA RUPEA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CATALINA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CORNESTI CRACIUNESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC DOBRA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC TG. CARBUNESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC TURIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SIEU ODORHEI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CERNET S.A.,
Services,Services,Romania,RO,,1998,Auction,FOTBAL CLUB S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CHERESIG S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VLAD TEPES S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BICLES S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MOVILA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC JIBOU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RIPICENI S.A.,
Services,Services,Romania,RO,,1998,Auction,SARUCS S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GRUIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GRIVITA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BUCECEA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FARAOANI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CRANGURI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROSERVICE BUCURESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ROVINARI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROPREST S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CRANGENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CONDEESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,SERVAGROMEC TIMISOARA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BAIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BORCEA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GURA IDRICI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BETHAUSEN S.A.,
Services,Services,Romania,RO,,1998,Auction,ELECTROCONSTRUCTIA,
Services,Services,Romania,RO,,1998,Auction,SELIF S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SAVENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC HORIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC NANOV S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC LUDUS S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SULITA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GURA IALOMITEI S.A.,
Services,Services,Romania,RO,,1998,Auction,LUXIN S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC PANCIU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FALTICENI S.A.,
Services,Services,Romania,RO,,1998,Auction,MECAGRO S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC OBARSIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RADOIESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC PARINCEA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BARCANESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC FANTANELE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VERESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SANNICOLAU MARE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC IZVORU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GALANESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VLADILA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROREP MOINESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,COMSERVICE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CANDESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RUSANESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,MULTISERV S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CALAFAT S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROSERVICE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BERZOVIA S.A.,
Services,Services,Romania,RO,,1998,Auction,COMSERVICE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ILISESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC ROMANU S.A.,
Services,Services,Romania,RO,,1998,Auction,INDUSTRIE MICA PRAHOVA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SINMARTIN S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC JEBEL S.A.,
Services,Services,Romania,RO,,1998,Auction,HERBA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SARMASU DE CAMPIE S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BANCA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC LUPENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MURGENI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SALCEA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SIMIAN S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CAREI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MOARA GRECILOR S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC COCORA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC BISTRITA S.A.,
Services,Services,Romania,RO,,1998,Auction,JIJIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MOINESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC SARMASAG S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC JEGALIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GATAIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RACACIUNI S.A.,
Services,Services,Romania,RO,,1998,Auction,DIESEL MOTOR S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC CASTELU S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC RADOMIRESTI S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC HOLBOCA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC STREHAIA S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VERGULEASA S.A.,
Services,Services,Romania,RO,,1998,Auction,UZINA REPARATII S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC MAHMUDIA S.A.,
Services,Services,Romania,RO,,1998,Auction,OLTMOTOR S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC VALU LUI TRAIAN S.A.,
Services,Services,Romania,RO,,1998,Auction,AGROMEC GOTTLOB S.A.,
Services,Services,Romania,RO,,1998,Negotiation,COMCEREAL S.A.,
Services,Services,Romania,RO,,1998,Negotiation,DAFORA S.A.,
